name,price,stars,product_link
"itel S23 6.6"" 128GB + 4GB RAM, 5000mAh  50MP  BLACK","₦ 99,998",4.7 out of 5,https://www.jumia.com.ng/itel-s23-6.6-128gb-4gb-ram-5000mah-50mp-black-252705137.html
itel 1.5 Litres (IBL30U1) Electric Blender - White,"₦ 19,000",4 out of 5,https://www.jumia.com.ng/itel-1.5-litres-ibl30u1-electric-blender-white-118809083.html
itel 19'' - 60'' Inches TV Hanger Mount Bracket,"₦ 7,500",4 out of 5,https://www.jumia.com.ng/itel-19-60-inches-tv-hanger-mount-bracket-203496873.html
"itel Pad 1 4G (P10001L) 10.1"" Screen, 4GB RAM + 128GB ROM, 6000mAh, Android 12, 5MP + 8MP Camera, 4G Tablet - Grey+ Free Case","₦ 136,990",4.5 out of 5,https://www.jumia.com.ng/itel-pad-1-4g-p10001l-10.1-screen-4gb-ram-128gb-rom-6000mah-android-12-5mp-8mp-camera-4g-tablet-grey-free-case-219939197.html
itel ISG-65 600W Portable Solar Generator,"₦ 329,750",4.2 out of 5,https://www.jumia.com.ng/itel-isg-65-600w-portable-solar-generator-254725386.html
"itel S18 6.6"" HD+, 64GB ROM + 2GB RAM (UpTo 4GB), 5000mAh, 4G LTE","₦ 59,990",5 out of 5,https://www.jumia.com.ng/s18-6.6-hd-64gb-rom-2gb-ram-upto-4gb-5000mah-4g-lte-itel-mpg1762523.html
"itel CIRCLE 1, HD Screen With 1.32inch Circular Screen Phone. Black","₦ 18,500",3.7 out of 5,https://www.jumia.com.ng/itel-circle-1-hd-screen-with-1.32inch-circular-screen-phone.-black-254107740.html
itel N53F Built-in FM Radio Sweatproof Bass Wireless Neckband,"₦ 6,450",4.6 out of 5,https://www.jumia.com.ng/itel-n53f-built-in-fm-radio-sweatproof-bass-wireless-neckband-119148419.html
"itel P40 Plus 6.6"" Screen, 128GB ROM + Up To 8GB RAM, 7000mAh 18W, 13MP Dual Camera, Android 13, 4G, Finger & Face ID - Cyan","₦ 106,990",5 out of 5,https://www.jumia.com.ng/itel-p40-plus-6.6-screen-128gb-rom-up-to-8gb-ram-7000mah-18w-13mp-dual-camera-android-13-4g-finger-face-id-cyan-251883764.html
"itel 5081 Triple SIM, Slim Body, Facebook Wireless FM Phone","₦ 12,990",5 out of 5,https://www.jumia.com.ng/itel-5081-triple-sim-slim-body-facebook-wireless-fm-phone-63505100.html
"itel A60 6.6"" HD+ Screen, 2GB RAM + 32GB ROM, 5000mAh, 4G LTE, 8MP + 5MP Camera, Fingerprint & Face Unlock - Black +Free Case","₦ 58,950",4.3 out of 5,https://www.jumia.com.ng/itel-a60-6.6-hd-screen-2gb-ram-32gb-rom-5000mah-4g-lte-8mp-5mp-camera-fingerprint-face-unlock-black-free-case-220450068.html
itel 30000mAh Fast Charging Super Speed Power Bank,"₦ 25,800",4 out of 5,https://www.jumia.com.ng/30000mah-triple-input-fast-charging-power-bank-itel-mpg1840651.html
itel 30000mAh Triple Input Fast Charging IPP-85 Power Bank,"₦ 26,540",5 out of 5,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-ipp-85-power-bank-253579284.html
itel IEP-21 Excellent Sound With Mic Wired Earphone,"₦ 1,990",4.8 out of 5,https://www.jumia.com.ng/itel-iep-21-excellent-sound-with-mic-wired-earphone-98309591.html
itel 20000MAH Power Bank Dual Output & Input Fast Charging,"₦ 13,499",4.8 out of 5,https://www.jumia.com.ng/20000mah-power-bank-dual-output-input-fast-charging-itel-mpg3705017.html
"itel 20000mAh Fast Charging, Bright Torch Power Bank + Free Fast Charger","₦ 13,998",4.3 out of 5,https://www.jumia.com.ng/itel-20000mah-fast-charging-bright-torch-power-bank-free-fast-charger-120982300.html
itel 30000mAh Triple Input Fast Charging IPP-85 Power Bank,"₦ 23,700",4.8 out of 5,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-ipp-85-power-bank-251619494.html
"itel It2163N,1.77 Screen,Opera Mini,BrightTorch,1000mAh Deep Blue","₦ 9,490",4.1 out of 5,https://www.jumia.com.ng/it21631.77-screenopera-mini-brighttorch1000mah-deep-blue-itel-mpg1657575.html
"itel A18 , 32GB ROM / 1GB RAM, 5.0 Inch, 2400mAH Battery, Blue","₦ 51,900",5 out of 5,https://www.jumia.com.ng/itel-a18-32gb-rom-1gb-ram-5.0-inch-2400mah-battery-blue-41564613.html
"itel A04 6.3"" HD+ Screen, 2GB RAM + 32GB ROM, 4000mAh, 5MP Camera, 3G, Fingerprint & Face Unlock - Violet +Free Case","₦ 61,650",4 out of 5,https://www.jumia.com.ng/itel-a04-6.3-hd-screen-2gb-ram-32gb-rom-4000mah-5mp-camera-3g-fingerprint-face-unlock-violet-free-case-241113742.html
itel 20000MAH Powerbank -long Lasting PowerBank,"₦ 13,500",No rateing data,https://www.jumia.com.ng/itel-20000mah-powerbank-long-lasting-powerbank-98305642.html
itel 32GB Compact Metal Body USB 2.0 Flash Drive,"₦ 3,850",No rateing data,https://www.jumia.com.ng/itel-32gb-compact-metal-body-usb-2.0-flash-drive-132811318.html
"itel 1.7 Litre Cordless Electric Kettle Jug1700Watts,","₦ 7,340",4 out of 5,https://www.jumia.com.ng/1.7-litre-cordless-electric-kettle-jug1700watts-itel-mpg3771152.html
itel 27000mAh Triple Input Fast Charging Power Bank + USB Light,"₦ 21,950",No rateing data,https://www.jumia.com.ng/itel-27000mah-triple-input-fast-charging-power-bank-usb-light-258819129.html
itel 2.1ch Sound Bar Wireless  Bluetooth Speaker-xe-sb560,"₦ 50,995",5 out of 5,https://www.jumia.com.ng/itel-2.1ch-sound-bar-wireless-bluetooth-speaker-xe-sb560-258646900.html
itel 4 Sockets Extension Box With 3 USB Ports - ISU-1421WU,"₦ 6,790",4.7 out of 5,https://www.jumia.com.ng/itel-4-sockets-extension-box-with-3-usb-ports-isu-1421wu-257927971.html
"itel It2160,1.77Screen,Rear Camera, Facebook,1000mAh,Black","₦ 10,700",3.8 out of 5,https://www.jumia.com.ng/itel-it21601.77screenrear-camera-facebook1000mahblack-63496744.html
"itel Pad 1 4G (P10001L) 10.1"" Screen, 4GB RAM + 128GB ROM, 6000mAh, Android 12, 5MP + 8MP Camera, 4G Tablet - Grey+ Free Case","₦ 136,850",1 out of 5,https://www.jumia.com.ng/itel-pad-1-4g-p10001l-10.1-screen-4gb-ram-128gb-rom-6000mah-android-12-5mp-8mp-camera-4g-tablet-grey-free-case-219939209.html
"itel 20000mAh Fast Charging, Bright Torch STAR 200 Power Bank","₦ 13,899 - ₦ 13,900",4 out of 5,https://www.jumia.com.ng/itel-20000mah-fast-charging-bright-torch-star-200-power-bank-132963658.html
"itel IT5081 Triple SIM, Slim Body, Opera Mini Phone","₦ 12,990",4.3 out of 5,https://www.jumia.com.ng/itel-it5081-triple-sim-slim-body-opera-mini-phone-35859837.html
itel 20000mAh Fast Charging Bright Torch STAR 200 Fast Power Bank,"₦ 12,760",5 out of 5,https://www.jumia.com.ng/itel-20000mah-fast-charging-bright-torch-star-200-fast-power-bank-193249001.html
"itel 20000mAh Fast Charging, Bright Torch Power Bank + Free Fast Charger","₦ 13,999",5 out of 5,https://www.jumia.com.ng/itel-20000mah-fast-charging-bright-torch-power-bank-free-fast-charger-137067024.html
itel Solid 20000mAh Super Fast Charging Power Bank + FREE USB,"₦ 15,830",No rateing data,https://www.jumia.com.ng/itel-solid-20000mah-super-fast-charging-power-bank-free-usb-258891244.html
itel Fast Charging30000mAh High Speed Input Power Bank,"₦ 25,700",4.5 out of 5,https://www.jumia.com.ng/itel-fast-charging30000mah-high-speed-input-power-bank-225402182.html
itel Tel 20000mAh Dual Output Fast Charging STAR 200 Power Bank,"₦ 18,989",No rateing data,https://www.jumia.com.ng/itel-tel-20000mah-dual-output-fast-charging-star-200-power-bank-95927162.html
itel Excellent Stereo Sound With Mic Wired Earpiece,"₦ 1,990",No rateing data,https://www.jumia.com.ng/itel-excellent-stereo-sound-with-mic-wired-earpiece-227108126.html
"itel A04 6.3"" HD+ Screen, 2GB RAM + 32GB ROM, 4000mAh, 5MP Camera","₦ 61,750",No rateing data,https://www.jumia.com.ng/a04-6.3-hd-screen-2gb-ram-32gb-rom-4000mah-5mp-camera-itel-mpg3521138.html
"itel 20000mAh Fast Charging, Bright Torch STAR 200 MOBILE Power Bank","₦ 12,490",No rateing data,https://www.jumia.com.ng/itel-20000mah-fast-charging-bright-torch-star-200-mobile-power-bank-257526010.html
itel 30000mAh Triple Input Fast Charging IPP-85 Power Bank,"₦ 24,990",3.6 out of 5,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-ipp-85-power-bank-253724847.html
"itel Circle 1 Circular Design, Round Screen Dual SIM Phone -Black","₦ 16,950",No rateing data,https://www.jumia.com.ng/itel-circle-1-circular-design-round-screen-dual-sim-phone-black-259216159.html
"itel Circle 1 Circular Design, Round Screen, Dual SIM Phone -Gold","₦ 16,950",2 out of 5,https://www.jumia.com.ng/itel-circle-1-circular-design-round-screen-dual-sim-phone-gold-259216100.html
itel 30000mAh Triple Input Fast Charging IPP-85 Power Bank,"₦ 25,500",No rateing data,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-ipp-85-power-bank-263141456.html
itel Bluetooth 5.0 HiFi Wire Free Earbuds With Touch Controls,"₦ 9,990",4.5 out of 5,https://www.jumia.com.ng/bluetooth-5.0-hifi-wire-free-earbuds-with-touch-controls-itel-mpg1819985.html
itel 20000mAh Dual Input & Dual Output Fast Charging Power Bank,"₦ 12,798",4.5 out of 5,https://www.jumia.com.ng/itel-20000mah-dual-input-dual-output-fast-charging-power-bank-108417995.html
itel 55 INCH  SMART  UHD TV- 4K + FREE WALL BRACKET,"₦ 375,000",4.3 out of 5,https://www.jumia.com.ng/itel-55-inch-smart-uhd-tv-4k-free-wall-bracket-20001327.html
"itel 43"" Inches LED Smart TV  + 1 Year Warranty","₦ 196,000",No rateing data,https://www.jumia.com.ng/itel-43-inches-led-smart-tv-1-year-warranty-265178141.html
itel 20000mAh Dual Input & Dual Output Fast Charging Power Bank,"₦ 13,995",No rateing data,https://www.jumia.com.ng/itel-20000mah-dual-input-dual-output-fast-charging-power-bank-126449023.html
"itel 2173 Wireless FM, Opera Mini, Torch, Dual SIM- Color: Blue","₦ 10,500",3.6 out of 5,https://www.jumia.com.ng/itel-2173-wireless-fm-opera-mini-torch-dual-sim-color-blue-66803229.html
itel 32GB Class10 MicroSD High Speed Memory Card +  Adapter,"₦ 3,990",4.5 out of 5,https://www.jumia.com.ng/itel-32gb-class10-microsd-high-speed-memory-card-adapter-132851854.html
itel 30000mAh Triple Input Fast Charging IPP-85 Power Bank,"₦ 34,999",No rateing data,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-ipp-85-power-bank-240938948.html
"itel 6350 2.8"" Big Screen, Super Slim, 1500mAh, Dual SIM - Blue","₦ 17,890",3 out of 5,https://www.jumia.com.ng/itel-6350-2.8-big-screen-super-slim-1500mah-dual-sim-blue-127679582.html
"itel It5606, 1.77 Screen, Feature Phone, Rear Camera, Dual SIM, 2500mAh -Dark Blue","₦ 13,599",5 out of 5,https://www.jumia.com.ng/itel-it5606-1.77-screen-feature-phone-rear-camera-dual-sim-2500mah-dark-blue-59209620.html
"itel Circle 1,1.32"" HD Circular Screen Phone- Black","₦ 17,500",5 out of 5,https://www.jumia.com.ng/itel-circle-11.32-hd-circular-screen-phone-black-251504095.html
"itel 10000mAh Fast Charging, Bright Torch STAR 100 Power Bank","₦ 14,000",No rateing data,https://www.jumia.com.ng/itel-10000mah-fast-charging-bright-torch-star-100-power-bank-242859959.html
itel 30000mAh Triple Fast Charging Power Bank + Free USB,"₦ 22,999",No rateing data,https://www.jumia.com.ng/itel-30000mah-triple-fast-charging-power-bank-free-usb-256099500.html
itel 1.7 Electric Kettle Jug 1700Watts - IKE17E1,"₦ 7,271",4 out of 5,https://www.jumia.com.ng/1.7-electric-kettle-jug-1700watts-ike17e1-itel-mpg3411939.html
"itel It5606, 1.77 Screen,Feature Phone,2500mAh Big Battery,Dual SIM Phone -Black","₦ 13,500",3.5 out of 5,https://www.jumia.com.ng/itel-it5606-1.77-screenfeature-phone2500mah-big-batterydual-sim-phone-black-34470615.html
itel S18 Pro Protective Flip Case(Black),"₦ 3,400",No rateing data,https://www.jumia.com.ng/itel-s18-pro-protective-flip-caseblack-236837239.html
itel 60000mahh 22.5w SuperCharge Power Bank With Lamp,"₦ 58,000",No rateing data,https://www.jumia.com.ng/itel-60000mahh-22.5w-supercharge-power-bank-with-lamp-254354622.html
itel 2500mAh BL-25BI Long Lasting Li-ion Rechargeable Battery,"₦ 4,450",5 out of 5,https://www.jumia.com.ng/itel-2500mah-bl-25bi-long-lasting-li-ion-rechargeable-battery-144750561.html
"itel 6350 2.8"" Screen, Smart Touch, 1500mAh Feature Phone - Black","₦ 17,890",1 out of 5,https://www.jumia.com.ng/itel-6350-2.8-screen-smart-touch-1500mah-feature-phone-black-84833742.html
itel 45000mAh Max Power Fast Charge PowerBank With Lamp,"₦ 39,980",No rateing data,https://www.jumia.com.ng/itel-45000mah-max-power-fast-charge-powerbank-with-lamp-257519730.html
"itel A70 (A665L) 3GB RAM + 128GB ROM 5000mAh, 8MP- Black","₦ 69,000",No rateing data,https://www.jumia.com.ng/itel-a70-a665l-3gb-ram-128gb-rom-5000mah-8mp-black-267747640.html
itel 5V 1A Efficient Charger With Free Micro USB Cable - Black,"₦ 1,990",4 out of 5,https://www.jumia.com.ng/itel-5v-1a-efficient-charger-with-free-micro-usb-cable-black-72600084.html
itel It5606 2500mAh Big Battery Wireless FM Dual SIM Phone -Black,"₦ 12,990",4.2 out of 5,https://www.jumia.com.ng/it5606-2500mah-big-battery-wireless-fm-facebook-dual-sim-phone-black-itel-mpg249137.html
itel 45000mah PotablePowerbank Largercapacity Fullcharge For1week,"₦ 28,880",No rateing data,https://www.jumia.com.ng/itel-45000mah-potablepowerbank-largercapacity-fullcharge-for1week-252999575.html
itel N53F Built-in FM Radio Strong Bass Wireless Neckband,"₦ 6,490",5 out of 5,https://www.jumia.com.ng/itel-n53f-built-in-fm-radio-strong-bass-wireless-neckband-119147075.html
itel 20000mAh Dual Input & Dual Output -(Fast Charging)Power Bank,"₦ 12,500 - ₦ 12,999",5 out of 5,https://www.jumia.com.ng/itel-20000mah-dual-input-dual-output-fast-chargingpower-bank-105720465.html
itel Super Slim10000mAh 2.1A Fast Charging Power Bank@promo Price,"₦ 16,980",4.2 out of 5,https://www.jumia.com.ng/itel-super-slim10000mah-2.1a-fast-charging-power-bankatpromo-price-98231407.html
"itel A04 6.3"" HD+ Screen, 2GB RAM + 32GB ROM, 4000mAh, 5MP Camera","₦ 61,750",3.5 out of 5,https://www.jumia.com.ng/a04-6.3-hd-screen-2gb-ram-32gb-rom-4000mah-5mp-camera-itel-mpg3790219.html
itel N53 Sweatproof Bass Wireless Neckband,"₦ 6,490",3.9 out of 5,https://www.jumia.com.ng/itel-n53-sweatproof-bass-wireless-neckband-98301801.html
"itel 20000mAh Fast Charging, Bright Torch STAR 200 Power Bank","₦ 14,800",5 out of 5,https://www.jumia.com.ng/20000mah-intelligent-multiple-output-powerbank-poolee-mpg2427471.html
itel T1 Neo Wireless Earbuds - White,"₦ 11,000",4.5 out of 5,https://www.jumia.com.ng/itel-t1-neo-wireless-earbuds-white-251123974.html
itel 45000 Mah Power Fast Charge Power Bank With Led Lamp + Free USB,"₦ 42,999",3.8 out of 5,https://www.jumia.com.ng/itel-45000-mah-power-fast-charge-power-bank-with-led-lamp-free-usb-251619405.html
itel NEW 2023 ITEL  Solar Light System With All Day FM/ BT/ETC,"₦ 22,000",No rateing data,https://www.jumia.com.ng/itel-new-2023-itel-solar-light-system-with-all-day-fm-btetc-255679424.html
itel BL-25BI 25000mAh Long Lasting Li-ion Replacement Battery,"₦ 3,699",No rateing data,https://www.jumia.com.ng/itel-bl-25bi-25000mah-long-lasting-li-ion-replacement-battery-255378022.html
"itel 2 USB Port, 2A Faster Charger With Free Type C Cable - Black","₦ 2,990",No rateing data,https://www.jumia.com.ng/itel-2-usb-port-2a-faster-charger-with-free-type-c-cable-black-239643664.html
"itel Circle 1,1.32"" HD Circular Screen Phone- Gold","₦ 17,500",5 out of 5,https://www.jumia.com.ng/circle-11.32-hd-circular-screen-phone-gold-itel-mpg3414564.html
itel Star 100C 10000mAh With 3 Built-in Cables Power-Bank,"₦ 12,990",4 out of 5,https://www.jumia.com.ng/itel-star-100c-10000mah-with-3-built-in-cables-power-bank-258370654.html
itel 10000mAh 2.1A Fast Charging Power Bank + Fast Charger,"₦ 12,390",4.6 out of 5,https://www.jumia.com.ng/itel-10000mah-2.1a-fast-charging-power-bank-fast-charger-133421526.html
"itel 2166, Opera Mini, Wireless FM, Bright Torchlight, Green","₦ 11,450",No rateing data,https://www.jumia.com.ng/itel-2166-opera-mini-wireless-fm-bright-torchlight-green-268216816.html
itel 30000mAh Triple Smart Input Fast Charging PowerBank,"₦ 23,990",No rateing data,https://www.jumia.com.ng/itel-30000mah-triple-smart-input-fast-charging-powerbank-253986858.html
"itel P40 6.6"" Screen, 64GB ROM + Up To 7GB RAM, 6000mAh 18W Charge, 13MP Dual Camera, Android 12, 4G, Finger & Face ID - Gold","₦ 79,990",No rateing data,https://www.jumia.com.ng/itel-p40-6.6-screen-64gb-rom-up-to-7gb-ram-6000mah-18w-charge-13mp-dual-camera-android-12-4g-finger-face-id-gold-237710597.html
"itel Itel2160 Torchlight, Cheapest Small Button Phones For Cheap","₦ 13,930",5 out of 5,https://www.jumia.com.ng/itel-itel2160-torchlight-cheapest-small-button-phones-for-cheap-97429132.html
itel 30000mAh Triple Input Fast Charging MOBILE Power Bank+ FREE CHARGER,"₦ 24,990",No rateing data,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-mobile-power-bank-free-charger-257523043.html
"itel 2 USB Port, 2.4A Faster Charger With Free Fast Cable - Black","₦ 3,900",3.9 out of 5,https://www.jumia.com.ng/itel-2-usb-port-2.4a-faster-charger-with-free-fast-cable-black-135823140.html
"itel It2163N,1.77 Screen,Opera Mini,BrightTorch,1000mAh_black","₦ 9,580",No rateing data,https://www.jumia.com.ng/itel-it2163n1.77-screenopera-minibrighttorch1000mahblack-262517149.html
"itel 3A Faster Charging, Extra Durable Braided USB Type-C Cable","₦ 1,950",4.5 out of 5,https://www.jumia.com.ng/itel-3a-faster-charging-extra-durable-braided-usb-type-c-cable-248666959.html
itel T1 Neo Wireless Earbuds,"₦ 18,990",No rateing data,https://www.jumia.com.ng/itel-t1-neo-wireless-earbuds-253487303.html
"itel It5626, 2.8"" Inch,3 SIM Cards, 2500mah Battery, - Dark Green","₦ 20,499",No rateing data,https://www.jumia.com.ng/itel-it5626-2.8-inch3-sim-cards-2500mah-battery-dark-green-71120039.html
itel 30000mAh Triple Input Fast Charging Power Bank,"₦ 23,500",4 out of 5,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-power-bank-257239092.html
itel 30000mAh Triple Input Fast Charging PowerBank,"₦ 23,500",No rateing data,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-powerbank-257567527.html
itel Mini Size Efficient Charger + Free 1m Micro USB Cable -Black,"₦ 3,900",No rateing data,https://www.jumia.com.ng/itel-mini-size-efficient-charger-free-1m-micro-usb-cable-black-139589625.html
itel 30000mAh Triple Fast Charging IPP-85 Power Bank + Free USB,"₦ 25,700",4.4 out of 5,https://www.jumia.com.ng/itel-30000mah-triple-fast-charging-ipp-85-power-bank-free-usb-251619502.html
itel P37pro Protective Flip Case,"₦ 3,000",No rateing data,https://www.jumia.com.ng/itel-p37pro-protective-flip-case-179081886.html
itel 2 Litres (IBL80E1) Industrial Kitchen Blender - Black,"₦ 19,990",3.3 out of 5,https://www.jumia.com.ng/2-litres-ibl80e1-industrial-kitchen-blender-black-itel-mpg2578493.html
itel It2163 1.8'' Dual SIM Phone - Black,"₦ 9,450",3 out of 5,https://www.jumia.com.ng/itel-it2163-1.8-dual-sim-phone-black-84833759.html
"itel 20000mAh, Bright Touch,Fast Charging Power Bank","₦ 13,299",4.5 out of 5,https://www.jumia.com.ng/20000mah-fast-charging-bright-torch-power-bank-itel-mpg3519144.html
itel Excellent Sound Wired Earpiece With Microphone,"₦ 2,150",4.5 out of 5,https://www.jumia.com.ng/itel-excellent-sound-wired-earpiece-with-microphone-98309593.html
"itel 20000mAh Fast Charging, Bright Torch STAR 200 Power Bank","₦ 17,500",No rateing data,https://www.jumia.com.ng/itel-20000mah-fast-charging-bright-torch-star-200-power-bank-263633606.html
"itel Pad 1 4G (P10001L) 10.1"" Screen, 128GB ROM + 4GB RAM, 6000mAh, Android 12, 5MP + 8MP Camera, 4G Tablet - Grey","₦ 149,999",No rateing data,https://www.jumia.com.ng/itel-pad-1-4g-p10001l-10.1-screen-128gb-rom-4gb-ram-6000mah-android-12-5mp-8mp-camera-4g-tablet-grey-227351754.html
itel T1 Neo True Wireless Stereo Earbuds With Touch Controls,"₦ 12,000",No rateing data,https://www.jumia.com.ng/itel-t1-neo-true-wireless-stereo-earbuds-with-touch-controls-257414851.html
"itel 5081 Triple SIM, Slim Body, Facebook, Wireless, BLACK","₦ 18,600",4 out of 5,https://www.jumia.com.ng/itel-5081-triple-sim-slim-body-facebook-wireless-black-141659238.html
itel 6 Sockets Extension Box,"₦ 10,500",No rateing data,https://www.jumia.com.ng/itel-6-sockets-extension-box-263271369.html
itel Fast Charging 20000 MAh Star 200 Power Bank,"₦ 18,999",5 out of 5,https://www.jumia.com.ng/itel-fast-charging-20000-mah-star-200-power-bank-229095523.html
itel BT5.0 Super Bass Touch Control Earbuds,"₦ 8,750",4 out of 5,https://www.jumia.com.ng/itel-bt5.0-super-bass-touch-control-earbuds-125227454.html
itel Solid 20000mAh Super Fast Charging Power Bank + FREE USB,"₦ 15,830",5 out of 5,https://www.jumia.com.ng/itel-solid-20000mah-super-fast-charging-power-bank-free-usb-258891252.html
itel 45000mah PotablePowerbank Largercapacity Fullcharge For1week,"₦ 35,480",No rateing data,https://www.jumia.com.ng/itel-45000mah-potablepowerbank-largercapacity-fullcharge-for1week-252999576.html
"itel It 5606 2500mAh Big Battery, Wireless FM Phone - Black","₦ 12,990",4.2 out of 5,https://www.jumia.com.ng/it-5606-2500mah-big-battery-wireless-fm-facebook-feature-phone-black-itel-mpg255029.html
itel Genuine A32F / A16 / A23 Replacement Battery,"₦ 6,000",No rateing data,https://www.jumia.com.ng/itel-genuine-a32f-a16-a23-replacement-battery-87052472.html
itel 30000mAh Triple Input Fast Charging PowerBank,"₦ 23,990",5 out of 5,https://www.jumia.com.ng/itel-30000mah-triple-input-fast-charging-powerbank-253986685.html
itel 45000 Mah High Speed Fast Charge Power Bank +Free USB,"₦ 42,999",5 out of 5,https://www.jumia.com.ng/itel-45000-mah-high-speed-fast-charge-power-bank-free-usb-251619409.html
itel 20000mAh Dual Output Fast Charging STAR 200 Power Bank,"₦ 13,890",4.4 out of 5,https://www.jumia.com.ng/itel-20000mah-dual-output-fast-charging-star-200-power-bank-207755276.html
itel Excellent Sound Wired Earpiece,"₦ 1,950",5 out of 5,https://www.jumia.com.ng/itel-excellent-sound-wired-earpiece-98309592.html
itel 15.5W Dual Output Fast Car Charger With Free Cable,"₦ 2,750",No rateing data,https://www.jumia.com.ng/itel-15.5w-dual-output-fast-car-charger-with-free-cable-222233906.html
itel 20000mAh Power Bank With Torch + Stereo Bass Earbuds Combo,"₦ 20,990",4.1 out of 5,https://www.jumia.com.ng/20000mah-power-bank-with-torch-stereo-earbuds-combo-itel-mpg3372282.html
"itel 5606, Battery 2500 MAH Wireless FM, Dual SIM  -  City Blue","₦ 13,650",4.4 out of 5,https://www.jumia.com.ng/itel-5606-battery-2500-mah-wireless-fm-dual-sim-city-blue-41422344.html
itel Dual USB Port Fast Charger + Free Cable - Black,"₦ 4,900",No rateing data,https://www.jumia.com.ng/itel-dual-usb-port-fast-charger-free-cable-black-243327688.html
"itel 20000mAh Fast Charging, Bright Torch Power Bank+Free Charger","₦ 13,878",4.1 out of 5,https://www.jumia.com.ng/itel-20000mah-fast-charging-bright-torch-power-bankfree-charger-114090305.html
itel 3pcs C22N Extra Durable Braided USB Type-C Cable,"₦ 2,990",No rateing data,https://www.jumia.com.ng/itel-3pcs-c22n-extra-durable-braided-usb-type-c-cable-253770422.html
"itel 20000mAh Fast Charging, Bright Torch Power Bank + Free Fast Charger","₦ 13,995",4.6 out of 5,https://www.jumia.com.ng/20000mah-fast-charging-bright-torch-power-bank-free-fast-charger-itel-mpg3519148.html
"itel 5626 2.8"" Screen, 2500mAh, Triple SIM, Loudspeaker - Green","₦ 20,450",5 out of 5,https://www.jumia.com.ng/itel-5626-2.8-screen-2500mah-triple-sim-loudspeaker-green-127679428.html
itel 30000mAh  Fast Charging Power Bank + Fas Type-C Charger,"₦ 25,000",3 out of 5,https://www.jumia.com.ng/itel-30000mah-fast-charging-power-bank-fas-type-c-charger-257567211.html
itel It2163 1.8'' Dual SIM  - Blue,"₦ 9,450",3 out of 5,https://www.jumia.com.ng/itel-it2163-1.8-dual-sim-blue-84833739.html
itel 20000mAh Dual Input & Dual Output Fast Charging Power Bank,"₦ 12,490",No rateing data,https://www.jumia.com.ng/itel-20000mah-dual-input-dual-output-fast-charging-power-bank-126448169.html
itel IEP-24 Deepest Bass Wired Earphone,"₦ 1,990",5 out of 5,https://www.jumia.com.ng/itel-iep-24-deepest-bass-wired-earphone-98309598.html
"itel 2 USB Port, 2A Faster Charger With Free Type-C Cable - Black","₦ 2,750",4.5 out of 5,https://www.jumia.com.ng/itel-2-usb-port-2a-faster-charger-with-free-type-c-cable-black-225348886.html
"itel 3A Faster Charging, Extra Durable USB Type-C Data Cable","₦ 1,850",3.3 out of 5,https://www.jumia.com.ng/itel-3a-faster-charging-extra-durable-usb-type-c-data-cable-175629156.html
itel IEB-62 HD Sound Neckband Wireless Earphone,"₦ 7,390",4 out of 5,https://www.jumia.com.ng/itel-ieb-62-hd-sound-neckband-wireless-earphone-73248756.html
"itel 2 USB Port, 2.4A Faster Charger With Free Fast Cable - White","₦ 3,900",No rateing data,https://www.jumia.com.ng/itel-2-usb-port-2.4a-faster-charger-with-free-fast-cable-white-142749906.html
itel 18W Dual Port Fast Car Charger & MP3 FM Transmitter,"₦ 5,290",2 out of 5,https://www.jumia.com.ng/itel-18w-dual-port-fast-car-charger-mp3-fm-transmitter-183918995.html
itel 45000 Mah Max Power 450PF Fast Charge Power Bank + Lamp,"₦ 42,999",2 out of 5,https://www.jumia.com.ng/itel-45000-mah-max-power-450pf-fast-charge-power-bank-lamp-251619401.html
"itel 5606 Dual Sim, 2500mAh Battery, Wireless FM, Facebook, - Dark Blue","₦ 13,599",4 out of 5,https://www.jumia.com.ng/5606-dual-sim-2500mah-battery-wireless-fm-facebook-dark-blue-itel-mpg2352540.html
itel T1 True Wireless Half In-Ear Earbuds,"₦ 11,500",No rateing data,https://www.jumia.com.ng/itel-t1-true-wireless-half-in-ear-earbuds-229491520.html
itel 20000mAh Dual Output Fast Charging Power Bank,"₦ 16,999",No rateing data,https://www.jumia.com.ng/star-200-20000mah-dual-output-input-power-bank-itel-mpg3222260.html
itel X21 2 In 1 Type C & Micro USB 1 Metre Charging Cable,"₦ 1,990",No rateing data,https://www.jumia.com.ng/itel-x21-2-in-1-type-c-micro-usb-1-metre-charging-cable-259761466.html
itel 60000mahh 22.5w SuperCharge Power Bank With Lamp,"₦ 58,000",5 out of 5,https://www.jumia.com.ng/itel-60000mahh-22.5w-supercharge-power-bank-with-lamp-254221877.html
"itel It 5606 2500mAh Big Battery,FM, Facebook, Dual SIM - Black","₦ 13,100",2.7 out of 5,https://www.jumia.com.ng/itel-it-5606-2500mah-big-batteryfm-facebook-dual-sim-black-33000891.html
